06-April-23 08:55:13 - INFO:  ---------------------------------------------------------------------------------------------------
06-April-23 08:57:43 - INFO:  get_all:0.005013127811253071
06-April-23 08:57:43 - INFO:  get_range:0.0010658558458089828
06-April-23 08:57:43 - INFO:  set_multiples:0.0016317544505000114
06-April-23 08:57:43 - INFO:  get_all:0.0012829024344682693
06-April-23 08:57:43 - INFO:  set_to:0.0006334800273180008
06-April-23 08:57:43 - INFO:  del_keys:0.02684752270579338
06-April-23 08:57:43 - INFO:  set_multiples:0.0014837030321359634
06-April-23 08:57:43 - INFO:  set_to:0.00045685190707445145
06-April-23 08:57:43 - INFO:  set_multiples:0.0015776045620441437
06-April-23 08:57:43 - INFO:  get_range:0.000755922868847847
06-April-23 08:57:43 - INFO:  del_keys:0.02664572186768055
06-April-23 08:57:43 - INFO:  del_keys:0.025314057245850563
06-April-23 08:57:43 - INFO:  set_multiples:0.0015251487493515015
06-April-23 08:57:43 - INFO:  del_keys:0.026784662157297134
06-April-23 08:57:43 - INFO:  get_range:0.0005946308374404907
06-April-23 08:57:43 - INFO:  del_keys:0.0296785831451416
06-April-23 08:57:43 - INFO:  get_all:0.0006794705986976624
06-April-23 08:57:43 - INFO:  get_all:0.0006744926795363426
06-April-23 08:57:43 - INFO:  set_to:0.0005805902183055878
06-April-23 08:57:43 - INFO:  get_all:0.0016425838693976402
06-April-23 08:57:43 - INFO:  get_all:0.0006687017157673836
06-April-23 08:57:43 - INFO:  set_multiples:0.0016646897420287132
06-April-23 08:57:43 - INFO:  get_all:0.0007112221792340279
06-April-23 08:57:43 - INFO:  set_to:0.000682218000292778
06-April-23 08:57:43 - INFO:  set_to:0.000613025389611721
06-April-23 08:57:43 - INFO:  get_all:0.0015733800828456879
06-April-23 08:57:43 - INFO:  get_range:0.03351158741861582
06-April-23 08:57:43 - INFO:  set_multiples:0.0016952985897660255
06-April-23 08:57:43 - INFO:  get_all:0.00160259660333395
06-April-23 08:57:43 - INFO:  get_range:0.004407113417983055
06-April-23 08:57:43 - INFO:  get_range:0.004415987990796566
06-April-23 08:57:43 - INFO:  set_multiples:0.0016153845936059952
06-April-23 08:57:43 - INFO:  set_multiples:0.0016826288774609566
06-April-23 08:57:43 - INFO:  get_all:0.0015981141477823257
06-April-23 08:57:43 - INFO:  get_range:0.0006882017478346825
06-April-23 08:57:43 - INFO:  set_to:0.0006175991147756577
06-April-23 08:57:43 - INFO:  set_multiples:0.0016731014475226402
06-April-23 08:57:43 - INFO:  get_range:0.03319836314767599
06-April-23 08:57:43 - INFO:  set_to:0.0006825970485806465
06-April-23 08:57:43 - INFO:  del_keys:0.03192150313407183
06-April-23 08:57:43 - INFO:  set_to:0.0006029196083545685
06-April-23 08:57:43 - INFO:  set_multiples:0.0016394099220633507
06-April-23 08:57:43 - INFO:  get_all:0.0017133262008428574
06-April-23 08:57:43 - INFO:  get_all:0.0015833061188459396
06-April-23 08:57:43 - INFO:  set_to:0.0006095720455050468
06-April-23 08:57:43 - INFO:  get_all:0.0015820618718862534
06-April-23 08:57:43 - INFO:  get_all:0.0007007671520113945
06-April-23 08:57:43 - INFO:  get_all:0.0014681331813335419
06-April-23 08:57:43 - INFO:  get_range:0.00150291807949543
06-April-23 08:57:43 - INFO:  get_range:0.00434697512537241
06-April-23 08:57:43 - INFO:  set_multiples:0.0016894079744815826
06-April-23 08:57:43 - INFO:  get_range:0.0007015010342001915
06-April-23 08:57:43 - INFO:  get_all:0.0015900582075119019
06-April-23 08:57:43 - INFO:  set_to:0.0005499934777617455
06-April-23 08:57:43 - INFO:  del_keys:0.0342174107208848
06-April-23 08:57:43 - INFO:  get_all:0.0006877966225147247
06-April-23 08:57:43 - INFO:  get_range:0.03207112103700638
06-April-23 08:57:43 - INFO:  del_keys:0.03145180642604828
06-April-23 08:57:43 - INFO:  get_all:0.0006782300770282745
06-April-23 08:57:43 - INFO:  get_all:0.0007099797949194908
06-April-23 08:57:43 - INFO:  set_to:0.0006127040833234787
06-April-23 08:57:43 - INFO:  set_multiples:0.0016794800758361816
06-April-23 08:57:43 - INFO:  get_all:0.0015373528003692627
06-April-23 08:57:43 - INFO:  get_all:0.001440458931028843
06-April-23 08:57:43 - INFO:  get_range:0.0007738126441836357
06-April-23 08:57:43 - INFO:  del_keys:0.034520416520535946
06-April-23 08:57:43 - INFO:  set_to:0.0006025852635502815
06-April-23 08:57:43 - INFO:  del_keys:0.0317945871502161
06-April-23 08:57:43 - INFO:  del_keys:0.02809107955545187
06-April-23 08:57:43 - INFO:  del_keys:0.026336156763136387
06-April-23 08:57:43 - INFO:  get_range:0.02332015335559845
06-April-23 08:57:44 - INFO:  get_all:0.001268402673304081
06-April-23 08:57:44 - INFO:  set_to:0.0005491767078638077
06-April-23 08:57:44 - INFO:  del_keys:0.025449465960264206
06-April-23 08:57:44 - INFO:  del_keys:0.023856785148382187
06-April-23 08:57:44 - INFO:  get_all:0.0006874045357108116
