06-April-23 09:05:34 - INFO:  ---------------------------------------------------------------------------------------------------
06-April-23 09:06:02 - INFO:  del_keys:0.02525326982140541
06-April-23 09:06:02 - INFO:  get_all:0.0005840407684445381
06-April-23 09:06:02 - INFO:  del_keys:0.018559623509645462
06-April-23 09:06:02 - INFO:  set_multiples:0.026806825771927834
06-April-23 09:06:02 - INFO:  get_all:0.02153594419360161
06-April-23 09:06:02 - INFO:  get_all:0.02507112454622984
06-April-23 09:06:02 - INFO:  get_all:0.0005402704700827599
06-April-23 09:06:02 - INFO:  get_range:0.026988264173269272
06-April-23 09:06:02 - INFO:  get_all:0.0005848035216331482
06-April-23 09:06:02 - INFO:  get_all:0.030647609382867813
06-April-23 09:06:02 - INFO:  get_all:0.030307721346616745
06-April-23 09:06:02 - INFO:  get_all:0.030554886907339096
06-April-23 09:06:02 - INFO:  del_keys:0.029158391058444977
06-April-23 09:06:02 - INFO:  get_range:0.027276238426566124
06-April-23 09:06:02 - INFO:  get_range:0.00181598961353302
06-April-23 09:06:02 - INFO:  get_all:0.031867992132902145
06-April-23 09:06:02 - INFO:  get_range:0.0019601620733737946
06-April-23 09:06:02 - INFO:  set_multiples:0.04501602333039045
06-April-23 09:06:02 - INFO:  set_multiples:0.03854903671890497
06-April-23 09:06:02 - INFO:  get_all:0.0005532568320631981
06-April-23 09:06:02 - INFO:  get_all:0.0006833057850599289
06-April-23 09:06:02 - INFO:  get_all:0.0005804747343063354
06-April-23 09:06:02 - INFO:  get_all:0.03551964182406664
06-April-23 09:06:02 - INFO:  set_to:0.0006101112812757492
06-April-23 09:06:02 - INFO:  get_all:0.03647647984325886
06-April-23 09:06:02 - INFO:  get_all:0.0006698174402117729
06-April-23 09:06:02 - INFO:  set_to:0.0005855150520801544
06-April-23 09:06:03 - INFO:  get_all:0.03678445890545845
06-April-23 09:06:03 - INFO:  get_all:0.0006638914346694946
06-April-23 09:06:03 - INFO:  get_all:0.0006892476230859756
06-April-23 09:06:03 - INFO:  get_all:0.0007031643763184547
06-April-23 09:06:03 - INFO:  get_all:0.03904038295149803
06-April-23 09:06:03 - INFO:  get_all:0.0006932513788342476
06-April-23 09:06:03 - INFO:  set_to:0.0005977293476462364
06-April-23 09:06:03 - INFO:  set_multiples:0.045119237154722214
06-April-23 09:06:03 - INFO:  set_multiples:0.040869323536753654
06-April-23 09:06:03 - INFO:  get_range:0.000566982664167881
06-April-23 09:06:03 - INFO:  set_to:0.0005633626133203506
06-April-23 09:06:03 - INFO:  get_all:0.0006407434120774269
06-April-23 09:06:03 - INFO:  get_all:0.0006818631663918495
06-April-23 09:06:03 - INFO:  get_range:0.005154736340045929
06-April-23 09:06:03 - INFO:  get_all:0.03824434895068407
06-April-23 09:06:03 - INFO:  del_keys:0.03329194616526365
06-April-23 09:06:03 - INFO:  get_all:0.0006933398544788361
06-April-23 09:06:03 - INFO:  del_keys:0.03223934676498175
06-April-23 09:06:03 - INFO:  set_multiples:0.03942129109054804
06-April-23 09:06:03 - INFO:  get_all:0.0006621014326810837
