16-April-23 13:11:03 - INFO:  ---------------------------------------------------------------------------------------------------
16-April-23 13:11:39 - INFO:  del_multiple:0.005421089008450508
16-April-23 13:11:39 - INFO:  set_to:0.0004532616585493088
16-April-23 13:11:39 - INFO:  get_single:0.0004713013768196106
16-April-23 13:11:39 - INFO:  get_range:0.002595433034002781
16-April-23 13:11:39 - INFO:  set_to:0.00048679672181606293
16-April-23 13:11:39 - INFO:  get_multiple:0.020933332853019238
16-April-23 13:11:39 - INFO:  get_single:0.0005064252763986588
16-April-23 13:11:39 - INFO:  del_multiple:0.003025488927960396
16-April-23 13:11:39 - INFO:  set_to:0.0005462300032377243
16-April-23 13:11:39 - INFO:  set_multiples:0.030281406827270985
16-April-23 13:11:39 - INFO:  get_multiple:0.0227763457223773
16-April-23 13:11:39 - INFO:  del_multiple:0.003313731402158737
16-April-23 13:11:39 - INFO:  get_multiple:0.02501934114843607
16-April-23 13:11:39 - INFO:  set_multiples:0.02969363145530224
16-April-23 13:11:39 - INFO:  del_multiple:0.0033369557932019234
16-April-23 13:11:39 - INFO:  get_range:0.0034611206501722336
16-April-23 13:11:39 - INFO:  get_single:0.0005294298753142357
16-April-23 13:11:39 - INFO:  get_single:0.0005750618875026703
16-April-23 13:11:39 - INFO:  del_single:0.000656873919069767
16-April-23 13:11:39 - INFO:  set_multiples:0.036958446726202965
16-April-23 13:11:39 - INFO:  set_multiples:0.034148949198424816
16-April-23 13:11:39 - INFO:  set_multiples:0.03275073226541281
16-April-23 13:11:39 - INFO:  get_range:0.0038143591955304146
16-April-23 13:11:39 - INFO:  set_multiples:0.03058411180973053
16-April-23 13:11:39 - INFO:  get_multiple:0.02425059862434864
16-April-23 13:11:39 - INFO:  get_single:0.0004528369754552841
16-April-23 13:11:39 - INFO:  get_multiple:0.024348980747163296
16-April-23 13:11:39 - INFO:  del_multiple:0.0034693898633122444
16-April-23 13:11:39 - INFO:  set_to:0.0004922794178128242
16-April-23 13:11:39 - INFO:  set_to:0.00047058984637260437
16-April-23 13:11:39 - INFO:  set_multiples:0.03567957505583763
16-April-23 13:11:39 - INFO:  get_range:0.0041002752259373665
16-April-23 13:11:39 - INFO:  del_multiple:0.0037636347115039825
16-April-23 13:11:39 - INFO:  set_multiples:0.03346303943544626
16-April-23 13:11:39 - INFO:  del_multiple:0.0034472690895199776
16-April-23 13:11:39 - INFO:  set_multiples:0.03302179556339979
16-April-23 13:11:39 - INFO:  get_single:0.0005440562963485718
16-April-23 13:11:39 - INFO:  set_multiples:0.03362716641277075
16-April-23 13:11:39 - INFO:  get_range:0.003874060697853565
16-April-23 13:11:39 - INFO:  get_single:0.0005196454003453255
16-April-23 13:11:39 - INFO:  del_multiple:0.0036102673038840294
16-April-23 13:11:39 - INFO:  set_to:0.0005459878593683243
16-April-23 13:11:39 - INFO:  set_multiples:0.034040153957903385
16-April-23 13:11:39 - INFO:  get_range:0.0033806422725319862
16-April-23 13:11:39 - INFO:  get_multiple:0.02580955531448126
16-April-23 13:11:39 - INFO:  set_multiples:0.0296500101685524
16-April-23 13:11:39 - INFO:  del_multiple:0.003356018103659153
16-April-23 13:11:40 - INFO:  set_multiples:0.03313852660357952
16-April-23 13:11:40 - INFO:  set_multiples:0.029843398369848728
16-April-23 13:11:40 - INFO:  set_multiples:0.027920132502913475
16-April-23 13:11:40 - INFO:  set_multiples:0.027439714409410954
16-April-23 13:11:40 - INFO:  get_range:0.005363753065466881
16-April-23 13:11:40 - INFO:  get_range:0.0032714251428842545
16-April-23 13:11:40 - INFO:  set_multiples:0.029889656230807304
16-April-23 13:11:40 - INFO:  set_multiples:0.029614324681460857
16-April-23 13:11:40 - INFO:  del_single:0.0003627166152000427
16-April-23 13:11:40 - INFO:  get_multiple:0.022601903416216373
16-April-23 13:11:40 - INFO:  del_single:0.00041443388909101486
16-April-23 13:11:40 - INFO:  del_single:0.00048588961362838745
16-April-23 13:11:40 - INFO:  get_range:0.0033288169652223587
16-April-23 13:11:40 - INFO:  set_multiples:0.027666092850267887
16-April-23 13:11:40 - INFO:  set_to:0.0004514530301094055
16-April-23 13:11:40 - INFO:  set_to:0.0004591159522533417
16-April-23 13:11:40 - INFO:  del_single:0.000498737208545208
16-April-23 13:11:40 - INFO:  del_multiple:0.0036496473476290703
16-April-23 13:11:40 - INFO:  get_multiple:0.024180480279028416
16-April-23 13:11:40 - INFO:  del_multiple:0.002940828911960125
16-April-23 13:11:40 - INFO:  del_multiple:0.003182648681104183
16-April-23 13:11:40 - INFO:  get_single:0.00048755574971437454
16-April-23 13:11:40 - INFO:  get_single:0.00041524507105350494
16-April-23 13:11:40 - INFO:  get_single:0.0005715088918805122
16-April-23 13:11:40 - INFO:  del_single:0.00047591421753168106
16-April-23 13:11:40 - INFO:  del_single:0.000481652095913887
16-April-23 13:11:40 - INFO:  get_range:0.004431041888892651
16-April-23 13:11:40 - INFO:  del_single:0.00047007203102111816
16-April-23 13:11:40 - INFO:  get_single:0.0004866747185587883
16-April-23 13:11:40 - INFO:  get_multiple:0.03185115661472082
16-April-23 13:11:40 - INFO:  set_multiples:0.03520251903682947
16-April-23 13:11:40 - INFO:  del_multiple:0.003506944514811039
16-April-23 13:11:40 - INFO:  del_single:0.0005354620516300201
16-April-23 13:11:40 - INFO:  get_multiple:0.025518102571368217
16-April-23 13:11:40 - INFO:  get_multiple:0.03484612703323364
16-April-23 13:11:40 - INFO:  set_to:0.00040560029447078705
16-April-23 13:11:40 - INFO:  set_multiples:0.030344907194375992
16-April-23 13:11:40 - INFO:  set_to:0.0004917308688163757
16-April-23 13:11:40 - INFO:  set_multiples:0.030728171579539776
16-April-23 13:11:40 - INFO:  del_single:0.0004370482638478279
16-April-23 13:11:40 - INFO:  get_multiple:0.02506126742810011
16-April-23 13:11:40 - INFO:  del_single:0.00041130371391773224
16-April-23 13:11:40 - INFO:  del_multiple:0.003502613864839077
16-April-23 13:11:40 - INFO:  del_multiple:0.0034904759377241135
16-April-23 13:11:40 - INFO:  get_multiple:0.025242146104574203
16-April-23 13:11:40 - INFO:  get_multiple:0.025223638862371445
16-April-23 13:11:40 - INFO:  get_single:0.0005116071552038193
16-April-23 13:11:40 - INFO:  set_to:0.0005850046873092651
16-April-23 13:11:40 - INFO:  del_single:0.00041951984167099
16-April-23 13:11:40 - INFO:  set_to:0.0005013560876250267
16-April-23 13:11:40 - INFO:  get_multiple:0.028716618195176125
16-April-23 13:11:40 - INFO:  get_single:0.0005473587661981583
16-April-23 13:11:40 - INFO:  get_single:0.0006230128929018974
16-April-23 13:11:40 - INFO:  get_multiple:0.02701666858047247
16-April-23 13:11:41 - INFO:  set_multiples:0.032895829528570175
16-April-23 13:11:41 - INFO:  get_single:0.0004253322258591652
16-April-23 13:11:41 - INFO:  set_multiples:0.03135639522224665
16-April-23 13:11:41 - INFO:  get_single:0.00043515581637620926
16-April-23 13:11:41 - INFO:  get_range:0.0038431724533438683
16-April-23 13:11:41 - INFO:  set_to:0.00044889189302921295
16-April-23 13:11:41 - INFO:  set_to:0.0004685409367084503
16-April-23 13:11:41 - INFO:  get_multiple:0.02677810937166214
16-April-23 13:11:41 - INFO:  set_to:0.00044696033000946045
16-April-23 13:11:41 - INFO:  get_range:0.004119073040783405
16-April-23 13:11:41 - INFO:  set_multiples:0.0329402731731534
16-April-23 13:11:41 - INFO:  get_multiple:0.02373148687183857
16-April-23 13:11:41 - INFO:  del_single:0.0005262978374958038
16-April-23 13:11:41 - INFO:  del_multiple:0.003201036714017391
16-April-23 13:11:41 - INFO:  del_single:0.00046513043344020844
16-April-23 13:11:41 - INFO:  del_multiple:0.0030944598838686943
16-April-23 13:11:41 - INFO:  get_range:0.0030168602243065834
16-April-23 13:11:41 - INFO:  set_multiples:0.029871526174247265
16-April-23 13:11:41 - INFO:  del_multiple:0.003543540835380554
16-April-23 13:11:41 - INFO:  get_single:0.0004842858761548996
16-April-23 13:11:41 - INFO:  get_multiple:0.025665574707090855
16-April-23 13:11:41 - INFO:  get_range:0.003721555694937706
16-April-23 13:11:41 - INFO:  del_single:0.00041847117245197296
16-April-23 13:11:41 - INFO:  set_multiples:0.030737820081412792
16-April-23 13:11:41 - INFO:  get_multiple:0.023754796013236046
