06-April-23 16:01:34 - INFO:  ---------------------------------------------------------------------------------------------------
06-April-23 16:01:56 - INFO:  get_all:0.002979758195579052
06-April-23 16:01:56 - INFO:  set_multiples:0.004444698803126812
06-April-23 16:01:56 - INFO:  get_range:0.0028402898460626602
06-April-23 16:01:56 - INFO:  set_to:0.000490075908601284
06-April-23 16:01:56 - INFO:  set_to:0.00046286918222904205
06-April-23 16:01:56 - INFO:  set_multiples:0.004267480224370956
06-April-23 16:01:56 - INFO:  get_all:0.0040787020698189735
06-April-23 16:01:56 - INFO:  get_range:0.0013274475932121277
06-April-23 16:01:56 - INFO:  set_multiples:0.004997179843485355
06-April-23 16:01:56 - INFO:  get_range:0.0014682337641716003
06-April-23 16:01:56 - INFO:  get_range:0.0045709507539868355
06-April-23 16:01:56 - INFO:  set_to:0.0005222344771027565
06-April-23 16:01:56 - INFO:  get_all:0.004416326060891151
06-April-23 16:01:56 - INFO:  set_to:0.000499543733894825
06-April-23 16:01:56 - INFO:  set_to:0.0004957746714353561
06-April-23 16:01:56 - INFO:  get_all:0.004989109933376312
06-April-23 16:01:56 - INFO:  get_range:0.0006489045917987823
06-April-23 16:01:56 - INFO:  get_all:0.00507331732660532
06-April-23 16:01:56 - INFO:  set_to:0.0005348427221179008
06-April-23 16:01:56 - INFO:  get_all:0.0006560869514942169
06-April-23 16:01:56 - INFO:  get_range:0.0005985694006085396
06-April-23 16:01:56 - INFO:  get_all:0.0006515774875879288
06-April-23 16:01:56 - INFO:  set_multiples:0.006289432756602764
06-April-23 16:01:56 - INFO:  set_to:0.0005516288802027702
06-April-23 16:01:56 - INFO:  get_range:0.0014999564737081528
06-April-23 16:01:56 - INFO:  set_to:0.0005561066791415215
06-April-23 16:01:56 - INFO:  get_all:0.0048346323892474174
06-April-23 16:01:56 - INFO:  set_to:0.0005426164716482162
06-April-23 16:01:56 - INFO:  get_all:0.004768192768096924
06-April-23 16:01:56 - INFO:  get_all:0.0006227372214198112
06-April-23 16:01:56 - INFO:  set_multiples:0.005827737040817738
06-April-23 16:01:56 - INFO:  get_all:0.0006434870883822441
06-April-23 16:01:56 - INFO:  get_range:0.0044410135596990585
06-April-23 16:01:56 - INFO:  get_range:0.0005819192156195641
06-April-23 16:01:56 - INFO:  set_multiples:0.006004055961966515
06-April-23 16:01:56 - INFO:  get_all:0.000646151602268219
06-April-23 16:01:56 - INFO:  set_to:0.0005357172340154648
06-April-23 16:01:56 - INFO:  get_range:0.03476904705166817
06-April-23 16:01:56 - INFO:  get_all:0.004835990257561207
06-April-23 16:01:56 - INFO:  get_range:0.0014655934646725655
06-April-23 16:01:56 - INFO:  get_range:0.0014420589432120323
06-April-23 16:01:57 - INFO:  get_all:0.004784616641700268
06-April-23 16:01:57 - INFO:  del_keys:0.004505300894379616
06-April-23 16:01:57 - INFO:  del_keys:0.004400161094963551
06-April-23 16:01:57 - INFO:  del_keys:0.0043919887393713
06-April-23 16:01:57 - INFO:  set_multiples:0.0059240758419036865
06-April-23 16:01:57 - INFO:  set_multiples:0.006018820218741894
06-April-23 16:01:57 - INFO:  del_keys:0.00438910536468029
06-April-23 16:01:57 - INFO:  set_to:0.0005315914750099182
06-April-23 16:01:57 - INFO:  get_all:0.004299415275454521
06-April-23 16:01:57 - INFO:  get_all:0.0006289901211857796
06-April-23 16:01:57 - INFO:  get_all:0.0006097797304391861
06-April-23 16:01:57 - INFO:  get_all:0.0043368469923734665
06-April-23 16:01:57 - INFO:  get_range:0.004398512654006481
06-April-23 16:01:57 - INFO:  set_multiples:0.006124147213995457
06-April-23 16:01:57 - INFO:  set_to:0.0005400096997618675
06-April-23 16:01:57 - INFO:  get_range:0.03295121621340513
06-April-23 16:01:57 - INFO:  get_all:0.0006516240537166595
06-April-23 16:01:57 - INFO:  set_to:0.00046318862587213516
06-April-23 16:01:57 - INFO:  get_all:0.004775580018758774
06-April-23 16:01:57 - INFO:  del_keys:0.004443075507879257
